code,barcode2,name,unit
6956953564332,,ปากกาเจลลบได้หนู GP-3399 *12ด,กล่อง
9555684650962,,ยางลบDust Free สีดำเฟเบอร์ *24ช,กล่อง
38850304013199,4746718515,ทรานสพอร์ เทปแต่งแผลชนิดใส NEXCARE 1นิ้ว*10หลา 1*12ม้วน,กล่อง
4741725,,ดินสอHBสูตรคูณสีเขียว เฟเบอร์ *12ก,แพ็ค
8850913000725,FAH64002072,คาร์บอนฟิล์มน้ำเงิน ซัฟไฟล์ *100ผ,กล่อง
28851907264875,4746618185,คลิปดำ Elephant 8มม. No.E112 (12กล่อง),กล่อง
6971169561661,,ปากกาลูกลื่น0.5แดง ไอติมLP200 *12ด,กล่อง
4743891,FAH64007936,ถุงหูหิ้วตราดาว หนา 15x30 *10ห่อ,มัด
8856602047859,FAH64003045,สายคล้องคอสีเขียวSTR07 *100ส,แพ็ค
4746617349,,ดอกมะลิจัดช่อ (สีขาว) *100ดอก,แพ็ค
47466016887,,กระเป๋าผ้าดิบหูยาว DOMON 8นิ้ว PG-068 (Size S) (10ใบ),แพ็ค
4740305,FAH64000115,กระดาษบรู๊ฟ (500แผ่น/รีม),รีม
8851354893372,4746720003,ปากกาเน้นข้อความ SOFTY AL-303 ORANGE (10ด้าม/กล่อง),กล่อง
8851023037465,47464010991,ดินสอดำพิมพ์ลาย*Faster 2B*12ก.,กุรุส
8854888003415,,ปากกาลูกลื่นนง.Maples*MP919A*50ด้าม,กระปุก
6921734944276,FAH64001773,ยางลบDeli สีดำ3043 *45ก,กล่อง
8851907301125,47465014858,กบเหลาดินสอ เอลเฟ่น ลูกกวาด EF-S4 (48ชิ้น/กระปุก),กระปุก
8851023013568,,พู่กันกลม I-PAINT #9 (6ชิ้น/แพ็ค),แพ็ค
8858741731286,4746719438,ลวดเย็บกระดาษ DoubleA  No.35 26/6 STS-35(10กล่อง),กล่อง
4007817323908,4746923404,ปากกาไฮไลท์สเต็ดเล่อร์ ฟ้า *10ด,กล่อง
18851907312470,4746922469,ดินสอสีไม้ระบายน้ำ Master Art 36สี (6กล่อง/แพ็ค),แพ็ค
8850172512335,4746820581,ไหมพรมG-5003-5/40กรัม สีชมพูพีช (12ชิ้น/แพ็ค),แพ็ค
8801067402637,,ปากกามาร์คเกอร์ สีน้ำเงิน โมนามิ ซิกม่าโฟวล์ ลิควิด120 12ด้าม/กล่อง,กล่อง
47465015701,,ไข่จับฉลากใหญ่ (10ใบ/แพ็ค),แพ็ค
47465015650,,AA สมุดนักเรียน สพฐ บรรทัด5เส้น 40แผ่น (24เล่ม/แพ็ค),แพ็ค
4743905,FAH64001632,กาว TOA 32ออนซ์ (12กระปุก/กล่อง),ลัง
28851907221939,,ปากกาลบคำผิด elfen BLUE 4มล. (12ด้าม/กล่อง),กล่อง
8935324012021,4746718448,ปากกา flexoffice หมึกน้ำมัน แบบกด 0.7มม. FO-GELB068 หมึกน้ำเงิน (50ด้าม/กระปุก),กระปุก
47465013018,,ผ้าพันคองานรับดอกไม้ คละสี*ยกแพ็ค,แพ็ค
38851907146260,FAH64001025,แฟ้มแขวน เอลเฟ่น ELFS525B สีน้ำเงิน (5แพ็ค/ลัง),ลัง
9555684673923,,73923 ปากกาเน้นข้อความสลิม ส้มพาสเทล *10ด*เฟเบอร์,กล่อง
8859196111685,4746617885,เทปผ้า Armstrong 48mmx8 สีชมพู*6,แพ็ค
4746820415,,สมุดปกน้ำเงิน หุ้มปกใส ขนาด24x35ซม. No.1S (6เล่ม/แพ็ค),แพ็ค
4741047,FAH64006788,ธงสก. ฟ้า 60x90ซม. 10ผืน/แพ็ค,แพ็ค
4741274,FAH64001365,ฟลามิงโก้หมึกเติมแท่นประทับ สีดำ*6ข,แพ็ค
28851907065779,,ดินสอวาดเขียน5B เรนาซองซ์ *12ท,กล่อง
18851907272682,4746617267,ปากกา ควอนตั้ม เซนส์ 0.29 หมึกน้ำเงิน 12ด้าม/แพ็ค,แพ็ค
8801067432207,47464011880,ปากกาลูกลื่น153*แทรเวล0.5*นง.เนเจอร์กรีน*12ด.,กล่อง
8996028103897,,ปากกาลูกลื่นเจล Soft NX Plus0.38 แดง *12,กล่อง
8850172440324,4746617595,ไหมพรมG-5001-7/15กรัม สีม่วง*12,แพ็ค
8851673238120,47465014902,โบว์ผีเสื้อ18มิล สีบานเย็น PRM18-4DP,แพ็ค
4740202,FAH64003656,แบบบันทึกสุขภาพประจำตัวนักเรียน *100ล,แพ็ค
47464012004,,เนื้อในแฟ้มประวัติข้าราชการ(ขาว)*100ล.,แพ็ค
4007817104750,4746720176,ดินสอดำ 6B สเต็ดเล่อร์ (12แท่ง/กล่อง),กล่อง
28851907124063,FAH64000927,แท่นประทับตราช้าง E03B สีน้ำเงิน *12อ,แพ็ค
8850304015222,FAH64001990,Scotch เทป500 18mmx33y. *6,แพ็ค
6977318633449,4746923212,กบเหลาดินสอ Baby Nauqhty TR-344  1กล่อง/52ชิ้น,กล่อง
4895151527553,,ปากกาชาร์ปี้อัลตร้าไฟน์ สีแดง *6ด,กล่อง
28851907202419,,เรนาซองซ์ปากกาไมโครสเกล บลัช *12ด,กล่อง
4711734921009,FAH64001184,ลวดเย็บกระดาษ SDI 23/10 1210 (10กล่อง),กล่อง
18851907031005,,พู่กันจิตกรน้อยเบอร์12 *10ท,แพ็ค
5586400018388,4746923015,ซองซิป Bx B6 No.HX-0115 (10ชิ้น/แพ็ค),แพ็ค
47464011892,,ปากกาลูกลื่น153*การ์ตูน0.5*ชมพูแคนดี้*12ด.,แพ็ค
4902870826918,FAH64001650,ลวดเย็บ T3-10MB แม็กซ์ กล่องใหญ่ 20กล่อง/แพ็ค,แพ็ค
18851907104594,,สมุดวาดเขียน R102 *6ล*เรนาซองส์,แพ็ค
4743450,,ปากกาลบได้ดำ-น้ำเงิน 0.5 BG-993 *12ด,กล่อง
8854246004245,8854246004283,ปากกาไวท์บอร์ด โมนามิ จัมโบ้หัวตัด ดำ *12ด,กล่อง
47465015831,,ไส้ดินสอ2B rotring*10pcs,กล่อง
8802203062234,47465015856,ปากกาลูกลื่น G Stream 0.5 Dong-A แดง*12pcs,กล่อง
8850172440416,4746617623,ไหมพรมG-5002-3/40กรัม สีส้ม*12,แพ็ค
47464012048,,สมุดโน๊ตเย็บลวดA5*NF3G-152*ตาราง*12ล.,แพ็ค
8890125844113,FAH64003329,เชือกลูกเสือขาว*12ม,แพ็ค
9555684638779,,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีชมพู *30ด,กระปุก
8809078873651,,ปากกาลูกลื่นเจล g'soft hi grip0.38 ดำ *12ด,กล่อง
4746821451,,บิลส่งของ BOSTON ชนิดคาร์บอนในตัว ประเภท2ชั้น No.201 (10เล่ม/แพ็ค),แพ็ค
084511382190,,ยางลบFoam SAKURA XRFW-100 (20ก้อน/กล่อง),กล่อง
30051135208282,FAH64000983,กรรไกร 3M 7นิ้ว CAT.1407 (6ชิ้น/กล่อง),กล่อง
8851773043891,FAH64002441,"เทปใส1/2""(12mmx33m.) *12ม*เดลต้า",แพ็ค
6971169561654,,ปากกาลูกลื่น0.5น้ำเงิน ไอติมLP200 *12ด,กล่อง
30051135208305,FAH64000985,กรรไกร 3M 8นิ้ว CAT.1408 (6ชิ้น/กล่อง),กล่อง
8851552201702,,ปากกาเคมี2หัว Horse สีชมพู (12ด้าม/กล่อง),กล่อง
8851552110615,FAH64002275,"ลวดเย็บกระดาษเบอร์ 35-1M""แมกซ์"" 24กล่อง/แพ็ค",กล่อง
47464011733,,ถุงกระดาษน้ำตาล*DOMON*FF-054(S)*12ช,แพ็ค
8856682001383,47465013927,เทปใส L ใหญ่ 1/2นิ้วx36หลา*12ม้วน,กล่อง
072512167175,47464012091,ไส้ปากกา*เพนเทล0.1*LR10-Bแดง*12ชิ้น,กล่อง
8851907265410,FAH64002767,แฟ้มซองกระดุมตราช้าง425A4 เขียว *12ช,แพ็ค
6941025161908,,ปากกาตัดเส้นสีดำ0.3 M&G *12ด,กล่อง
8851552201641,,ปากกาเคมี2หัว Horse สีเขียวแก่ (12ด้าม/กล่อง),กล่อง
9555684638793,,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีม่วง *30ด,กระปุก
28851907127255,4746618229,ใบมีดตราช้าง รุ่น 930 *9มม /10ชิ้น,กล่อง
4741488,FAH64001391,ซองขาว KTV เบอร์9/125A ครุฑ (500ซอง/กล่อง),กล่อง
4740138,FAH64000089,บิลเงินสด Flamingo No.1 (10เล่ม/แพ็ค),แพ็ค
6941025156454,,56454 ปากกาน้ำเงิน0.7 SuperOiball A5 *40ด,กระปุก
47466016859,,ธงธรรมจักร 50x75cm. *10,แพ็ค
8802203062197,47465015852,ปากกาลูกลื่น G Stream 0.5 Dong-A ดำ*12pcs,กล่อง
4741995,,ปากกาหมึกเจลน้ำเงิน0.5 oni-B111 *12ด,กล่อง
8935001874119,47465013706,ปากกาเคมี2หัว Flexoffice FO-PM01 สีแดง (12ด้าม/กล่อง),กล่อง
8851907301712,47465015515,ควอนตั้ม ปากกาเจลลูลอยด์ M5 Maxx Klean 0.5*50ด้าม,กระปุก
4741562,FAH64001406,กรรไกร KTV 7นิ้ว NO.907 (12ชิ้น/กล่อง),กล่อง
4740921,FAH64000699,ธงชาติ80x120cm.*10ผ,แพ็ค
8851552201696,,ปากกาเคมี2หัวตราม้า/สีฟ้า *12ด,กล่อง
47466016527,,แฟ้มซองกระดุมF4 MT PRC-OS07 (12ชิ้น/แพ็ค),โหล
4746617951,,กระดาษลิตมัสสีแดง *100ช,หลอด
28851907146829,FAH64000041,ตราช้างลวดเย็บ No.T-13 *10 ก,แพ็ค
8801067412797,47464011904,ปากกาลูกลื่น153*การ์ตูน0.5*เหลืองมัสตาร์ด*12ด.,กล่อง
18851907326446,4746820895,ดินสอดำแฟนซี มาสเตอร์อาร์ต 2B STAR No.6 (12กล่อง/แพ็ค),แพ็ค
18851907177345,,77345 ดินสอสีแท่งยาว*F-12* 12สี *12ก*ตราช้าง,แพ็ค
9555684638069,,ปากกาลูกลื่น1423/สีน้ำเงิน0.5เฟเบอร์ *30ด,กระปุก
4741474,FAH64006861,ถุงหูหิ้วตราดาว บาง 6x14 *10ห่อ,มัด
4746922951,,แก้วน้ำพลาสติก No.333 (12ใบ/แพ็ค),แพ็ค
4742010,FAH64001474,แฟ้มซองกระดุมF4 คละสี H016-1 *12ช,แพ็ค
9556089006422,,ปากกาไฮไลท์สีเขียว157763 *10ด*เฟเบอร์,กล่อง
4743848,FAH64000259,สมุดปกน้ำเงินNo.2AA*แพ็ค6เล่ม,แพ็ค
28851907105062,,ไส้ดินสอกดควอนตั้ม คิว 300 2B *12,กล่อง
8851023013599,,พู่กันพัด I-PAINT #2 (12ชิ้น/แพ็ค),แพ็ค
8851907265403,FAH64002766,แฟ้มซองกระดุมตราช้าง425A4 แดง *12ช,แพ็ค
4740916,FAH64000694,ธงชาติ90x135cm.*10ผ,แพ็ค
4741484,FAH64006870,ถุงหูหิ้วตราดาว หนา 12x20 *10ห่อ,มัด
8851907099312,,ดินสอดำ เอลเฟ่น HB#2002*12ด,กล่อง
8859196117090,4746617849,เทปผ้า Armstrong 24mmx8 เขียวอ่อน*12,แพ็ค
8801456104685,,ปากกาไฮท์ไล์ Mycolor 2-Tone Dong-A 49/33 เทาดำ *12,โหล
47464011728,,ถุงกระดาษน้ำตาล*DOMON*FF-120(XXS)*12ช.,แพ็ค
8853104985336,,SM*กระดาษชานอ้อย1.2MM A3*10แผ่น,แพ็ค
9555684652294,,ปากกาน้ำเงิน0.7CX PLUS เฟเบอร์ *10ด,กล่อง
4902506071170,47465014640,ปากกาหมึกเจลหัวเข็มแบบกด Pentel ENERGEL BLN75-B 0.5mm. หมึกแดง (12ด้าม/กล่อง),กล่อง
4743718,,โมนามิปากกาสีน้ำซูเปอร์ไซน์เพน เขียวแก่ *12ด,กล่อง
4895151489349,,ปากกาชาร์ปี้คัลเลอร์อัลตราไฟน์(คละสี) *24ด,แพ็ค
47465013586,,ไม้บรรทัด HAWK PVC 12นิ้ว HK-PVC30 (12ชิ้น/แพ็ค),แพ็ค
4007817081570,47465013554,สีเทียน จัมโบ้ 24สี สเต็ดเล่อร์ 2290NC24 *12กล่อง,แพ็ค
8935001884989,47464011151,ปากกา Flexoffice หมึกน้ำมัน 0.7มม. FO-024 หมึกแดง (12ด้าม/กล่อง),กล่อง
4740200,,พู่กันกลม ไทยแหลมทอง #9 *6ด,แพ็ค
6923655585545,47465013590,ไส้ดินสอกดfaster 2B 0.5 MCL2B-01*12ช,กล่อง
3501179570549,47465015230,ปากกาเจล0.7 papermate Inkjoy น้ำเงิน*12,กล่อง
8859279229115,47465013829,เทปผ้าสีน้ำตาลอ่อน 1.5นิ้ว 8หลา 8ม้วน,แพ็ค
8858741765755,4746820816,AA สมุดนักเรียน สพฐ เส้นครึ่งบรรทัด 40แผ่น (12เล่ม/แพ็ค),แพ็ค
4742829,FAH64000231,สมุดบัญชี2AปกPVC สีสดคละสี*6ล,แพ็ค
8850672230128,4746720093,พลาสเตอร์ปิดแผล ไทเกอร์พล๊าส ชนิดผ้ายืด (100แผ่น/กล่อง),กล่อง
